Brain;Computer_science;Information;Communication;Telephone
Bird;Fish;Whale_shark;Shark;Great_white_shark
Asteroid;Earth;Europe;Norway;Viking
Theatre;India;Mammal;Zebra
Theatre;Dance;Animal;Mammal;Zebra
Brain;Computer_science;Internet;Information;Communication;Telephone
Batman;Scotland;Agriculture;Fossil_fuel;Wood
Brain;Computer_science;Internet;World_Wide_Web;Telephone
Bird;Fish;Whale_shark;Basking_shark;Great_white_shark
Jesus;God
Brain;Animal;Human;Communication;Telephone
Pyramid;Ancient_Egypt;Cereal;Seed;Bean
Beer;Water;Sun
Theatre;United_Kingdom;Lion;Zebra
Pyramid;Mexico;Agriculture;Soybean;Seed;Bean
Theatre;France;Kenya;Lion;Zebra
Apple;Fruit;Banana
Theatre;India;Africa;Lion;Zebra
Cat;Dog
Moon;Solar_System;Mars
